_id,Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,lagitude,longitude
667638103b413b06879a5e0c,Copo térmico,esporte e lazer,73.73,1.5103397568,2021-03-03,Bianca Santos,RS,4,boleto,1,-30.17,-53.5
667638103b413b06879a5e0d,Carrinho controle remoto,brinquedos,89.51,5.2972427429,2021-03-03,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
667638103b413b06879a5dfd,Sofá retrátil,moveis,903.13,49.0288033525,2023-02-03,Mariana Ferreira,CE,5,cartao_credito,1,-5.2,-39.53
667638103b413b06879a5dd6,Celular ABXY,eletronicos,1734.16,98.5807383333,2021-01-03,João Souza,ES,4,cartao_credito,4,-19.19,-40.34
667638103b413b06879a5dd4,Ciência de dados com python,livros,95.35,5.3602265574,2021-01-03,Thiago Silva,RJ,5,cartao_credito,10,-22.25,-42.66
667638103b413b06879a5ddf,Bateria,instrumentos musicais,891.3,48.1460557603,2023-01-03,Rafael Costa,PR,5,cartao_credito,2,-24.89,-51.55
667638103b413b06879a5dd9,Smart TV,eletronicos,1888.31,101.4352418762,2022-01-03,Beatriz Moraes,SP,5,cartao_credito,3,-22.19,-48.79
667638103b413b06879a5de8,Cadeira de escritório,moveis,361.92,16.8555902649,2023-01-03,Bruno Rodrigues,RS,5,cartao_credito,3,-30.17,-53.5
667638103b413b06879a5dda,Poltrona,moveis,370.07,17.2895532464,2022-01-03,Felipe Santos,PR,1,cartao_credito,1,-24.89,-51.55
667638103b413b06879a5ddb,Xadrez de madeira,brinquedos,34.67,2.3723381882,2022-01-03,Pedro Gomes,PR,2,cartao_credito,3,-24.89,-51.55
667638103b413b06879a5df1,Ciência de dados com python,livros,73.59,1.502885178,2021-02-03,Juliana Costa,RS,5,cartao_credito,8,-30.17,-53.5
667638103b413b06879a5df4,Cadeira de escritório,moveis,329.08,17.8056459032,2022-02-03,Thiago Silva,MG,4,cartao_credito,1,-18.1,-44.38
667638103b413b06879a5dfb,Bola de vôlei,esporte e lazer,72.33,4.1344808109,2023-02-03,Lucas Oliveira,RS,4,cartao_credito,1,-30.17,-53.5
667638103b413b06879a5dff,Corda de pular,esporte e lazer,33.09,0.0,2023-02-03,Pedro Gomes,SP,5,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5e09,Copo térmico,esporte e lazer,54.55,9.9909264625,2021-03-03,Beatriz Moraes,SP,5,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5e11,Cubo mágico 8x8,brinquedos,21.35,1.8238354211,2022-03-03,Juliana Costa,BA,4,cartao_credito,1,-13.29,-41.71
667638103b413b06879a5de2,Jogo de tabuleiro,brinquedos,312.76,14.237968158,2023-01-03,Rafael Costa,SP,3,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5de6,Micro-ondas,eletrodomesticos,502.66,24.3495718622,2023-01-03,Felipe Santos,RJ,1,cartao_credito,8,-22.25,-42.66
667638103b413b06879a5df6,Cadeira de escritório,moveis,321.65,14.7113339133,2022-02-03,João Souza,RS,5,cartao_credito,10,-30.17,-53.5
667638103b413b06879a5e07,Guitarra,instrumentos musicais,1063.65,58.035277958,2021-03-03,Bianca Santos,RJ,1,boleto,1,-22.25,-42.66
667638103b413b06879a5df9,Carrinho controle remoto,brinquedos,74.25,1.5380281924,2022-02-03,Pedro Gomes,SP,5,cartao_credito,4,-22.19,-48.79
667638103b413b06879a5e08,Geladeira,eletrodomesticos,3245.3,170.3869008939,2021-03-03,Larissa Alves,GO,5,cartao_credito,5,-15.98,-49.86
667638103b413b06879a5dfe,Guarda roupas,moveis,677.41,33.6544836436,2023-02-03,Camila Ribeiro,RJ,5,cartao_credito,3,-22.25,-42.66
667638103b413b06879a5e02,Ciência de dados com python,livros,81.21,1.9086272539,2023-02-03,Camila Ribeiro,SP,1,boleto,1,-22.19,-48.79
667638103b413b06879a5e12,Assistente virtual,eletronicos,311.28,17.4631387191,2022-03-03,Rafael Costa,SC,5,cupom,1,-27.45,-50.95
667638103b413b06879a5df3,Poltrona,moveis,265.96,14.4503466972,2022-02-03,Bruno Rodrigues,SC,5,cartao_credito,8,-27.45,-50.95
667638103b413b06879a5df7,Dashboards com Power BI,livros,51.19,0.0,2022-02-03,Lucas Oliveira,SP,1,cartao_credito,18,-22.19,-48.79
667638103b413b06879a5dee,Dinossauro Rex,brinquedos,19.84,1.9962681454,2021-02-03,Felipe Santos,SP,5,cartao_credito,2,-22.19,-48.79
667638103b413b06879a5df5,Corda de pular,esporte e lazer,12.15,1.3339630985,2022-02-03,Rafael Costa,MT,4,cartao_credito,10,-12.64,-55.42
667638103b413b06879a5e0e,Cadeira de escritório,moveis,346.18,18.721820363,2021-03-03,Bianca Santos,MG,1,cartao_credito,3,-18.1,-44.38
667638103b413b06879a5de4,Violão,instrumentos musicais,403.38,22.0098759952,2023-01-03,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5df0,Lava louças,eletrodomesticos,1951.94,104.8233479515,2021-02-03,Rafael Costa,MT,5,cartao_credito,1,-12.64,-55.42
667638103b413b06879a5e10,Impressora,eletronicos,496.34,27.3170269839,2022-03-03,Thiago Silva,PR,4,boleto,1,-24.89,-51.55
667638103b413b06879a5ddc,Bateria,instrumentos musicais,1360.16,72.9555326148,2022-01-03,Pedro Gomes,PA,5,boleto,1,-3.79,-52.48
667638103b413b06879a5dd5,Assistente virtual,eletronicos,392.14,18.464714351,2021-01-03,Thiago Silva,RS,5,cartao_credito,6,-30.17,-53.5
667638103b413b06879a5de5,Jogo de tabuleiro,brinquedos,339.4,18.9604441228,2023-01-03,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5dd7,Impressora,eletronicos,338.71,15.61972759,2022-01-03,Lucas Oliveira,SP,2,cartao_credito,3,-22.19,-48.79
667638103b413b06879a5df2,Celular ABXY,eletronicos,1780.83,95.3549445696,2022-02-03,Bruno Rodrigues,PA,5,boleto,1,-3.79,-52.48
667638103b413b06879a5df8,Cama box,moveis,558.86,31.1567290701,2022-02-03,Mariana Ferreira,SP,4,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5e13,Headset,eletronicos,325.44,14.9131400115,2022-03-03,Thiago Silva,MT,4,cartao_credito,6,-12.64,-55.42
667638103b413b06879a5e23,Lava louças,eletrodomesticos,1387.43,71.4609126168,2023-03-03,Larissa Alves,SP,4,boleto,1,-22.19,-48.79
667638103b413b06879a5e15,Corda de pular,esporte e lazer,24.41,9.3774069581,2022-03-03,Bruno Rodrigues,RO,5,cartao_credito,2,-10.83,-63.34
667638103b413b06879a5e18,Mochila,esporte e lazer,116.21,3.7722719598,2022-03-03,João Souza,RJ,4,cartao_credito,2,-22.25,-42.66
667638103b413b06879a5e37,Jogo de copos,utilidades domesticas,49.7,3.1774800075,2021-04-03,Juliana Costa,RJ,5,cartao_credito,1,-22.25,-42.66
667638103b413b06879a5e3f,Panela de pressão,utilidades domesticas,105.08,3.1796329433,2022-04-03,Mariana Ferreira,PR,4,boleto,1,-24.89,-51.55
667638103b413b06879a5e4e,Faqueiro,utilidades domesticas,44.73,0.0,2022-05-03,Felipe Santos,RJ,5,boleto,1,-22.25,-42.66
667638103b413b06879a5e40,Faqueiro,utilidades domesticas,62.73,14.9862119864,2022-04-03,Felipe Santos,ES,4,cartao_credito,1,-19.19,-40.34
667638103b413b06879a5e17,Bola de basquete,esporte e lazer,90.72,7.9943834004,2022-03-03,Felipe Santos,AL,4,boleto,1,-9.62,-36.82
667638103b413b06879a5e1c,Cômoda,moveis,317.9,14.5116576949,2023-03-03,Juliana Costa,PR,4,cartao_credito,1,-24.89,-51.55
667638103b413b06879a5e39,Dashboards com Power BI,livros,58.7,3.4087243154,2021-04-03,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5e3b,Cubo mágico 8x8,brinquedos,19.81,0.0,2022-04-03,Lucas Oliveira,SP,5,cartao_credito,3,-22.19,-48.79
667638103b413b06879a5e1a,Celular Plus X42,eletronicos,3367.25,179.9829446032,2023-03-03,Larissa Alves,RJ,4,cartao_credito,1,-22.25,-42.66
667638103b413b06879a5e4a,Bateria,instrumentos musicais,930.98,47.1563233027,2021-05-03,Thiago Silva,SC,4,cartao_credito,4,-27.45,-50.95
667638103b413b06879a5e52,Corda de pular,esporte e lazer,19.97,0.0,2022-05-03,João Souza,SP,4,cartao_credito,5,-22.19,-48.79
667638103b413b06879a5e20,Guarda roupas,moveis,677.81,36.622447899,2023-03-03,Pedro Gomes,MG,5,boleto,1,-18.1,-44.38
667638103b413b06879a5e49,Cama box,moveis,726.87,46.5016918905,2021-05-03,Bruno Rodrigues,SP,5,cartao_credito,7,-22.19,-48.79
667638103b413b06879a5e19,Bicicleta,esporte e lazer,585.85,40.2891363917,2022-03-03,João Souza,TO,5,boleto,1,-9.46,-48.26
667638103b413b06879a5e1b,Bola de vôlei,esporte e lazer,59.81,0.0,2023-03-03,Pedro Gomes,BA,5,cartao_credito,8,-13.29,-41.71
667638103b413b06879a5e21,Lava louças,eletrodomesticos,1691.92,90.6207545467,2023-03-03,Bianca Santos,RS,5,boleto,1,-30.17,-53.5
667638103b413b06879a5e3c,Micro-ondas,eletrodomesticos,1042.71,58.6849869301,2022-04-03,Bianca Santos,SP,5,cartao_credito,4,-22.19,-48.79
667638103b413b06879a5e3d,Cubo mágico 8x8,brinquedos,25.5,0.0,2022-04-03,Beatriz Moraes,MG,1,cartao_credito,4,-18.1,-44.38
667638103b413b06879a5e1d,Copo térmico,esporte e lazer,87.05,2.2195896848,2023-03-03,Felipe Santos,PR,5,cartao_credito,2,-24.89,-51.55
667638103b413b06879a5e33,Pandeiro,instrumentos musicais,78.74,1.7771071847,2021-04-03,João Souza,RS,5,cartao_credito,4,-30.17,-53.5
667638103b413b06879a5e51,Jogo de panelas,utilidades domesticas,222.84,12.3966641324,2022-05-03,Thiago Silva,SP,4,cartao_credito,3,-22.19,-48.79
667638103b413b06879a5e3a,Bateria,instrumentos musicais,1320.98,67.9226500253,2022-04-03,Larissa Alves,RJ,4,cupom,1,-22.25,-42.66
667638103b413b06879a5e3e,Mesa de jantar,moveis,280.42,12.5159604498,2022-04-03,Beatriz Moraes,SP,3,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5e48,Blocos de montar,brinquedos,34.3,0.0,2021-05-03,Thiago Silva,SP,5,cupom,1,-22.19,-48.79
667638103b413b06879a5e25,Headset,eletronicos,182.5,7.3020150327,2023-03-03,Mariana Ferreira,RJ,1,cartao_credito,5,-22.25,-42.66
667638103b413b06879a5e14,Smart TV,eletronicos,1924.92,100.0806381299,2022-03-03,Rafael Costa,RS,5,boleto,1,-30.17,-53.5
667638103b413b06879a5e1f,Iniciando em programação,livros,42.69,0.0,2023-03-03,Camila Ribeiro,MG,5,cartao_credito,1,-18.1,-44.38
667638103b413b06879a5e35,Jogo de copos,utilidades domesticas,57.53,0.0,2021-04-03,Larissa Alves,SP,4,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5e16,Lavadora de roupas,eletrodomesticos,1826.26,94.8272899391,2022-03-03,Lucas Oliveira,RJ,5,boleto,1,-22.25,-42.66
667638103b413b06879a5e4d,Cama box,moveis,533.8,29.3116592891,2022-05-03,Rafael Costa,RJ,5,cartao_credito,2,-22.25,-42.66
667638103b413b06879a5e50,Mesa de jantar,moveis,372.39,20.3597517257,2022-05-03,Isabella Pereira,SP,2,cartao_credito,6,-22.19,-48.79
667638103b413b06879a5e1e,Pandeiro,instrumentos musicais,103.51,5.7947220089,2023-03-03,Bianca Santos,MG,3,cartao_credito,1,-18.1,-44.38
667638103b413b06879a5e22,Guitarra,instrumentos musicais,826.53,47.1740522869,2023-03-03,Thiago Silva,SC,5,boleto,1,-27.45,-50.95
667638103b413b06879a5e34,Bola de basquete,esporte e lazer,61.44,6.4353114864,2021-04-03,Thiago Silva,PR,5,cartao_credito,5,-24.89,-51.55
667638103b413b06879a5e38,Jogo de copos,utilidades domesticas,59.02,0.0,2021-04-03,Rafael Costa,SP,5,cartao_credito,2,-22.19,-48.79
667638103b413b06879a5e4b,Faqueiro,utilidades domesticas,59.52,0.0,2021-05-03,Pedro Gomes,MT,3,cartao_credito,5,-12.64,-55.42
667638103b413b06879a5e4c,Micro-ondas,eletrodomesticos,1009.99,54.6673442173,2022-05-03,João Souza,RS,4,boleto,1,-30.17,-53.5
667638103b413b06879a5e24,Smartwatch,eletronicos,230.23,12.5478316874,2023-03-03,Beatriz Moraes,SP,4,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5e36,Boneca bebê,brinquedos,58.73,3.6583003416,2021-04-03,Thiago Silva,RJ,5,cartao_credito,3,-22.25,-42.66
667638103b413b06879a5e4f,Bola de vôlei,esporte e lazer,78.53,1.7659253164,2022-05-03,Pedro Gomes,RJ,2,boleto,1,-22.25,-42.66
667638103b413b06879a5e65,Violão,instrumentos musicais,369.99,17.2852934871,2022-06-03,Camila Ribeiro,SC,1,cartao_credito,2,-27.45,-50.95
667638103b413b06879a5e53,Bateria,instrumentos musicais,952.32,51.6480228691,2022-05-03,Beatriz Moraes,MG,5,cartao_credito,4,-18.1,-44.38
667638103b413b06879a5e60,Cômoda,moveis,346.5,18.9811871132,2021-06-03,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
667638103b413b06879a5e78,Corda de pular,esporte e lazer,18.0,7.3380602139,2021-07-03,João Souza,PR,5,cartao_credito,10,-24.89,-51.55
667638103b413b06879a5e8e,Xadrez de madeira,brinquedos,28.57,4.6850828727,2021-08-03,Isabella Pereira,SP,5,boleto,1,-22.19,-48.79
667638103b413b06879a5e90,Iniciando em programação,livros,48.2,5.7303213177,2021-08-03,Juliana Costa,BA,5,cupom,1,-13.29,-41.71
667638103b413b06879a5e63,Mochila,esporte e lazer,119.08,3.9250908257,2022-06-03,Camila Ribeiro,SP,5,cartao_credito,3,-22.19,-48.79
667638103b413b06879a5e7f,Jogo de panelas,utilidades domesticas,272.92,15.0632734716,2022-07-03,Larissa Alves,SP,5,cartao_credito,3,-22.19,-48.79
667638103b413b06879a5e79,Celular ABXY,eletronicos,1413.04,75.523254914,2021-07-03,Beatriz Moraes,RS,5,cartao_credito,1,-30.17,-53.5
667638103b413b06879a5e7b,Pandeiro,instrumentos musicais,57.13,0.0,2021-07-03,Mariana Ferreira,RJ,3,cartao_credito,10,-22.25,-42.66
667638103b413b06879a5e8d,Bicicleta,esporte e lazer,387.87,21.17917562,2021-08-03,Mariana Ferreira,SP,5,cartao_credito,2,-22.19,-48.79
667638103b413b06879a5e5c,Guarda roupas,moveis,612.74,30.2110006971,2021-06-03,Larissa Alves,SP,5,cartao_credito,4,-22.19,-48.79
667638103b413b06879a5e5d,Modelagem preditiva,livros,63.34,3.9037689728,2021-06-03,Rafael Costa,SP,5,cartao_credito,4,-22.19,-48.79
667638103b413b06879a5e92,Mesa de centro,moveis,283.71,15.3898298945,2022-08-03,Pedro Gomes,SP,5,cartao_credito,2,-22.19,-48.79
667638103b413b06879a5e61,Guarda roupas,moveis,604.0,33.0495980992,2022-06-03,Lucas Oliveira,SP,1,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5e62,Bola de basquete,esporte e lazer,82.79,1.9927575006,2022-06-03,Mariana Ferreira,SP,5,cartao_credito,2,-22.19,-48.79
667638103b413b06879a5e54,Copo térmico,esporte e lazer,48.99,3.1396746434,2022-05-03,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5e5e,Cômoda,moveis,389.74,18.3369215711,2021-06-03,Beatriz Moraes,DF,1,cartao_credito,1,-15.83,-47.86
667638103b413b06879a5e67,Bola de vôlei,esporte e lazer,52.06,0.0,2022-06-03,Isabella Pereira,SP,4,cartao_credito,2,-22.19,-48.79
667638103b413b06879a5e81,Guitarra,instrumentos musicais,1244.51,66.9534256621,2022-07-03,Pedro Gomes,SP,5,cupom,1,-22.19,-48.79
667638103b413b06879a5e66,Blocos de montar,brinquedos,54.14,0.0,2022-06-03,Bruno Rodrigues,SC,5,cartao_credito,8,-27.45,-50.95
667638103b413b06879a5e7c,Fogão,eletrodomesticos,851.57,48.5073569564,2022-07-03,Beatriz Moraes,PI,2,cartao_credito,10,-6.6,-42.28
667638103b413b06879a5e80,Secadora de roupas,eletrodomesticos,1128.04,66.4443507655,2022-07-03,Camila Ribeiro,DF,5,cartao_credito,3,-15.83,-47.86
667638103b413b06879a5e91,Mesa de centro,moveis,158.85,10.1110789673,2021-08-03,Rafael Costa,GO,3,cartao_credito,4,-15.98,-49.86
667638103b413b06879a5e69,Fone de ouvido,eletronicos,103.49,3.0949702267,2022-06-03,Lucas Oliveira,SP,5,cartao_credito,6,-22.19,-48.79
667638103b413b06879a5e82,Celular Plus X42,eletronicos,2347.39,126.3905709498,2022-07-03,Rafael Costa,SP,5,cartao_credito,6,-22.19,-48.79
667638103b413b06879a5e64,Jogo de copos,utilidades domesticas,35.65,0.0,2022-06-03,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5e68,Mesa de centro,moveis,168.3,9.2445945944,2022-06-03,Camila Ribeiro,RS,5,cupom,1,-30.17,-53.5
667638103b413b06879a5e7d,Guitarra,instrumentos musicais,946.74,47.9954958903,2022-07-03,Larissa Alves,PR,5,cartao_credito,10,-24.89,-51.55
667638103b413b06879a5e8f,Cama king,moveis,980.46,59.7621256663,2021-08-03,Felipe Santos,MG,5,cartao_credito,4,-18.1,-44.38
667638103b413b06879a5e5f,Celular Plus X42,eletronicos,2204.56,118.2746029685,2021-06-03,Thiago Silva,RJ,4,cartao_credito,4,-22.25,-42.66
667638103b413b06879a5e7a,Kit banquetas,moveis,410.21,19.4268874891,2021-07-03,Felipe Santos,SP,5,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5e7e,Smart TV,eletronicos,1932.18,100.4672112889,2022-07-03,Isabella Pereira,PR,3,boleto,1,-24.89,-51.55
667638103b413b06879a5e8b,Ciência de dados com python,livros,65.74,7.9804959394,2021-08-03,Bruno Rodrigues,RJ,5,cartao_credito,10,-22.25,-42.66
667638103b413b06879a5e8c,Copo térmico,esporte e lazer,73.8,1.5140670462,2021-08-03,Thiago Silva,RJ,1,cartao_credito,1,-22.25,-42.66
667638103b413b06879a5e97,Mochila,esporte e lazer,136.45,7.7966565284,2022-08-03,Juliana Costa,MG,4,cartao_credito,3,-18.1,-44.38
667638103b413b06879a5eaf,Bicicleta,esporte e lazer,734.62,36.7007440329,2022-09-03,Larissa Alves,MG,4,cartao_credito,1,-18.1,-44.38
667638103b413b06879a5ec2,Mochila,esporte e lazer,143.84,5.2434863376,2021-10-03,Mariana Ferreira,SP,1,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5eb0,Headset,eletronicos,263.28,11.6033070139,2022-09-03,Pedro Gomes,GO,5,cartao_credito,3,-15.98,-49.86
667638103b413b06879a5eba,Faqueiro,utilidades domesticas,55.14,0.0,2022-09-03,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5ea9,Boneca bebê,brinquedos,79.33,4.9110959939,2021-09-03,Felipe Santos,CE,5,cartao_credito,2,-5.2,-39.53
667638103b413b06879a5eaa,Secadora de roupas,eletrodomesticos,915.31,49.625919053,2021-09-03,Camila Ribeiro,SC,1,cartao_credito,1,-27.45,-50.95
667638103b413b06879a5eb7,Bola de basquete,esporte e lazer,90.25,5.0943178038,2022-09-03,Lucas Oliveira,SP,1,cartao_credito,3,-22.19,-48.79
667638103b413b06879a5ea4,Mesa de jantar,moveis,325.63,18.2786657057,2021-09-03,Felipe Santos,SC,5,cartao_credito,4,-27.45,-50.95
667638103b413b06879a5ea6,Cadeira de escritório,moveis,659.77,32.7152067119,2021-09-03,Pedro Gomes,SP,5,cartao_credito,4,-22.19,-48.79
667638103b413b06879a5ec1,Poltrona,moveis,293.13,13.192729713,2021-10-03,Bruno Rodrigues,SP,5,boleto,1,-22.19,-48.79
667638103b413b06879a5ec6,TV Led UHD 4K,eletronicos,2310.14,123.291131075,2021-10-03,Isabella Pereira,SP,1,boleto,1,-22.19,-48.79
667638103b413b06879a5e93,Cama king,moveis,1282.2,65.8577316912,2022-08-03,Juliana Costa,SC,5,cartao_credito,4,-27.45,-50.95
667638103b413b06879a5e94,Cadeira de escritório,moveis,697.51,37.6665740979,2022-08-03,Thiago Silva,MG,4,cartao_credito,4,-18.1,-44.38
667638103b413b06879a5ea8,Geladeira,eletrodomesticos,2729.32,148.4918954264,2021-09-03,Bianca Santos,SP,1,cartao_credito,2,-22.19,-48.79
667638103b413b06879a5eb8,Smart TV,eletronicos,2470.83,129.1487033123,2022-09-03,João Souza,SP,4,boleto,1,-22.19,-48.79
667638103b413b06879a5eac,Mesa de centro,moveis,171.77,9.4293616552,2021-09-03,Felipe Santos,RJ,1,boleto,1,-22.25,-42.66
667638103b413b06879a5ead,Carrinho controle remoto,brinquedos,88.11,2.2760314959,2021-09-03,Thiago Silva,SP,5,cartao_credito,3,-22.19,-48.79
667638103b413b06879a5eb2,Impressora,eletronicos,451.49,24.329261048,2022-09-03,Felipe Santos,MG,5,boleto,1,-18.1,-44.38
667638103b413b06879a5ea5,Cama king,moveis,1159.1,62.2496924844,2021-09-03,Camila Ribeiro,SP,5,cartao_credito,4,-22.19,-48.79
667638103b413b06879a5eab,Cubo mágico 8x8,brinquedos,22.86,0.0,2021-09-03,Camila Ribeiro,RJ,4,boleto,1,-22.25,-42.66
667638103b413b06879a5ec3,Fone de ouvido,eletronicos,136.76,7.5651844794,2021-10-03,Larissa Alves,SP,3,cartao_credito,8,-22.19,-48.79
667638103b413b06879a5eca,Xadrez de madeira,brinquedos,46.33,0.0,2022-10-03,Juliana Costa,DF,3,cartao_credito,5,-15.83,-47.86
667638103b413b06879a5ec8,Lavadora de roupas,eletrodomesticos,1669.63,86.4872136453,2022-10-03,Pedro Gomes,RS,5,cartao_credito,2,-30.17,-53.5
667638103b413b06879a5ed2,Boneca bebê,brinquedos,70.85,4.3036538797,2021-11-03,Mariana Ferreira,SP,5,boleto,1,-22.19,-48.79
667638103b413b06879a5eb4,Bateria,instrumentos musicais,1021.25,51.9629292341,2022-09-03,Bruno Rodrigues,SP,4,boleto,1,-22.19,-48.79
667638103b413b06879a5eb5,Bateria,instrumentos musicais,1008.65,53.9907039823,2022-09-03,Pedro Gomes,SP,5,cartao_credito,2,-22.19,-48.79
667638103b413b06879a5eb9,Celular Plus X42,eletronicos,1823.83,97.4022374953,2022-09-03,Camila Ribeiro,SP,4,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5ec7,Fogão,eletrodomesticos,1298.8,66.7416317517,2022-10-03,Mariana Ferreira,ES,5,cartao_credito,2,-19.19,-40.34
667638103b413b06879a5ea7,Jogo de copos,utilidades domesticas,36.08,2.4522559819,2021-09-03,Bruno Rodrigues,SP,5,cartao_credito,4,-22.19,-48.79
667638103b413b06879a5ec4,Smart TV,eletronicos,1521.01,81.8776218629,2021-10-03,Beatriz Moraes,SP,5,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5e96,Guitarra,instrumentos musicais,926.29,59.1794489716,2022-08-03,João Souza,SP,5,cartao_credito,10,-22.19,-48.79
667638103b413b06879a5eae,Cama box,moveis,935.23,50.6865991256,2022-09-03,Juliana Costa,BA,1,cupom,1,-13.29,-41.71
667638103b413b06879a5eb3,Smartwatch,eletronicos,227.94,13.7899136167,2022-09-03,João Souza,MG,5,boleto,1,-18.1,-44.38
667638103b413b06879a5ec5,Dashboards com Power BI,livros,37.98,2.3054466495,2021-10-03,Thiago Silva,RJ,5,cartao_credito,2,-22.25,-42.66
667638103b413b06879a5ed0,Lava louças,eletrodomesticos,1833.57,97.91521229,2021-11-03,Mariana Ferreira,SP,4,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5e95,Jogo de panelas,utilidades domesticas,115.43,3.7307393063,2022-08-03,Bruno Rodrigues,GO,5,cupom,1,-15.98,-49.86
667638103b413b06879a5e98,Xadrez de madeira,brinquedos,44.82,2.9176346885,2022-08-03,Beatriz Moraes,SP,4,boleto,1,-22.19,-48.79
667638103b413b06879a5eb1,Fogão,eletrodomesticos,659.22,32.6859208665,2022-09-03,Larissa Alves,RJ,4,cartao_credito,10,-22.25,-42.66
667638103b413b06879a5ec9,Headset,eletronicos,197.62,10.8114472915,2022-10-03,Thiago Silva,RJ,5,cartao_credito,10,-22.25,-42.66
667638103b413b06879a5eb6,Tablet ABXY,eletronicos,1044.53,58.7818964549,2022-09-03,Larissa Alves,SP,5,cartao_credito,2,-22.19,-48.79
667638103b413b06879a5ed1,Bateria,instrumentos musicais,1045.42,55.9542467668,2021-11-03,Rafael Costa,AM,5,boleto,1,-3.47,-65.1
667638103b413b06879a5ed3,Corda de pular,esporte e lazer,25.11,1.6201578677,2021-11-03,Beatriz Moraes,SP,5,cartao_credito,2,-22.19,-48.79
667638103b413b06879a5edb,Lavadora de roupas,eletrodomesticos,1600.92,82.8286128527,2022-11-03,Isabella Pereira,DF,5,cartao_credito,4,-15.83,-47.86
667638103b413b06879a5ed8,Dashboards com Power BI,livros,39.78,2.6492698508,2021-11-03,Thiago Silva,MG,5,cartao_credito,2,-18.1,-44.38
667638103b413b06879a5ede,Modelagem preditiva,livros,78.42,1.7600681474,2022-11-03,Larissa Alves,RJ,5,cartao_credito,4,-22.25,-42.66
667638103b413b06879a5ed6,Xadrez de madeira,brinquedos,26.15,0.0,2021-11-03,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5efd,Panela de pressão,utilidades domesticas,101.17,5.6701240485,2021-01-04,Felipe Santos,SP,4,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5f0b,Blocos de montar,brinquedos,57.58,3.9543769511,2023-01-04,Bruno Rodrigues,SP,5,cartao_debito,1,-22.19,-48.79
667638103b413b06879a5edd,Bola de vôlei,esporte e lazer,72.24,4.377667198,2022-11-03,Bruno Rodrigues,PR,5,cartao_credito,10,-24.89,-51.55
667638103b413b06879a5eeb,Bateria,instrumentos musicais,663.72,35.624219171,2021-12-03,Camila Ribeiro,RJ,4,cartao_credito,2,-22.25,-42.66
667638103b413b06879a5eed,Carrinho controle remoto,brinquedos,107.07,3.2855944566,2021-12-03,João Souza,SP,5,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5f04,Jogo de copos,utilidades domesticas,44.72,2.6643313729,2022-01-04,João Souza,MG,5,boleto,1,-18.1,-44.38
667638103b413b06879a5f08,Copo térmico,esporte e lazer,50.11,0.0,2022-01-04,Bianca Santos,MG,5,boleto,1,-18.1,-44.38
667638103b413b06879a5eee,Tablet ABXY,eletronicos,1913.8,102.4351970421,2021-12-03,Juliana Costa,RJ,5,cupom,1,-22.25,-42.66
667638103b413b06879a5f09,Guarda roupas,moveis,627.64,31.0043808719,2023-01-04,Felipe Santos,MG,5,cartao_credito,8,-18.1,-44.38
667638103b413b06879a5f0a,Corda de pular,esporte e lazer,32.43,0.0,2023-01-04,Camila Ribeiro,MG,1,cartao_credito,2,-18.1,-44.38
667638103b413b06879a5ee8,Bicicleta,esporte e lazer,539.66,29.0183973936,2021-12-03,Mariana Ferreira,ES,5,cartao_credito,3,-19.19,-40.34
667638103b413b06879a5ef2,Celular ABXY,eletronicos,1276.79,65.5696654666,2022-12-03,Mariana Ferreira,RN,4,boleto,1,-5.81,-36.59
667638103b413b06879a5eef,Faqueiro,utilidades domesticas,75.54,1.6067168116,2022-12-03,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
667638103b413b06879a5ed5,Micro-ondas,eletrodomesticos,1043.01,53.1215837712,2021-11-03,Mariana Ferreira,RJ,5,cartao_credito,3,-22.25,-42.66
